entrez	symbol	length	CN10	CN11	CN12	CN13	CN14	CN1	CN15	CN16	CN2	CN3	CN4	CN5	CN6	CN7	CN8	CN9	CP10	CP11	CP12	CP13	CP14	CP1	CP15	CP16	CP17	CP18	CP19	CP20	CP21	CP22	CP23	CP24	CP2	CP3	CP4	CP5	CP6	CP7	CP8	CP9
7323	UBE2D3	5336	421	365	2048	829	720	408	1022	3	131	37	258	370	178	320	1056	547	3009	1145	25	979	1194	396	958	651	768	527	975	2	707	58	1256	1352	71	628	1282	1732	134	993	756	1745
150159	SLC9B1	2375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133308	SLC9B2	3349	0	0	0	0	76	16	0	0	1	0	23	0	0	0	28	0	0	2	0	0	0	0	0	0	61	0	0	0	8	87	37	278	0	0	89	0	0	31	0	239
56898	BDH2	2920	124	78	2	53	79	104	413	0	14	224	76	174	154	88	93	13	2	149	56	454	165	466	146	45	138	70	62	0	30	12	220	112	0	124	224	0	43	52	142	357
1062	CENPE	8615	4	0	0	2	15	0	0	1	25	0	0	110	0	1	0	602	996	5	679	0	567	4	2	493	31	1689	1	0	49	169	560	724	2	1	6	1632	1	583	1063	434
6870	TACR3	1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80319	CXXC4	5654	0	0	0	0	0	0	0	0	0	0	42	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104384744	TET2-AS1	754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27068	PPA2	1673	317	346	564	183	784	196	1363	1458	71	2	64	355	2	309	194	2	400	570	175	831	714	1312	664	244	877	148	193	0	424	606	609	567	1	1673	1413	816	28	344	351	591
57117	INTS12	1752	108	29	341	0	0	56	116	0	14	0	11	144	0	153	123	0	580	250	107	90	78	0	589	131	224	0	0	0	169	156	29	132	0	0	226	320	0	78	61	263
101929529	LOC101929529	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
101929577	LOC101929577	3526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93627	TBCK	5558	133	1	302	80	0	85	325	1	14	0	0	88	0	40	51	0	0	133	4	56	0	0	0	70	16	0	65	0	1	155	47	82	0	0	0	52	0	12	28	0
100507096	GIMD1	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27123	DKK2	3637	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9061	PAPSS1	2542	187	93	160	1061	701	416	637	0	93	845	208	636	238	849	488	2	481	0	34	1288	222	829	367	128	252	18	375	0	178	377	157	307	2	339	204	38	0	292	300	544
101929595	LOC101929595	2810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51176	LEF1	4128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	16	0	1	0	0	0	28	0	0	1	0	0	100	0	0	0	62	235
285456	RPL34-AS1	3773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64850	ETNPPL	2769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84570	COL25A1	6351	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
100533182	SEC24B-AS1	957	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	34	0	0
839	CASP6	1661	166	1	156	267	29	18	516	0	22	1	49	52	21	86	81	1	324	167	26	160	185	0	4	0	51	2	137	0	40	1	90	233	0	343	404	183	0	69	56	136
81579	PLA2G12A	5235	141	99	458	29	2	80	16	2	8	0	30	0	1	79	54	452	1061	390	3	104	186	244	47	126	212	214	88	1	66	181	78	181	1	117	363	583	32	139	227	55
3426	CFI	2231	37	0	0	167	5	109	2	0	86	216	92	195	225	0	34	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	59	0	0	0	0	1	1	19	0	0
79071	ELOVL6	3392	0	9	7	2	2	1	8	0	0	211	0	204	0	35	0	0	1	90	1	351	151	5	135	49	0	0	96	1	24	6	98	267	0	0	311	93	0	59	1	0
5308	PITX2	4321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92610	TIFA	3073	0	97	1	58	436	17	231	0	0	0	28	4	0	48	0	0	0	2	0	187	0	0	0	0	0	4	88	0	19	0	0	0	0	0	15	0	0	0	33	0
63973	NEUROG2	2287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55345	ZGRF1	6740	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	351	0	1	12	0	159	1	0	100	0	0	0	0	0	0	21	0	0	0	0	223	0	65	87	0
442912	MIR367	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
442896	MIR302D	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407028	MIR302A	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
442895	MIR302C	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
442894	MIR302B	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
817	CAMK2D	7038	147	401	683	353	577	151	439	2	33	359	315	102	4	365	399	543	1232	229	39	1131	1389	1295	1102	413	1357	514	317	1	180	78	1663	386	8	2	639	1810	108	737	531	877
79642	ARSJ	4678	357	164	16	2	455	77	548	0	34	41	190	7	2	97	230	1159	1117	1285	938	3000	245	386	344	391	741	7	0	2	266	20	615	559	20	3	1658	407	942	387	1292	598
64579	NDST4	3341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133022	TRAM1L1	2027	0	0	0	0	32	1	0	0	1	0	0	0	0	0	0	0	190	0	1	1	190	0	133	0	144	0	0	0	10	1	0	0	0	0	0	0	0	35	3	0
8492	PRSS12	4573	33	255	13	1622	444	304	344	5	80	358	56	106	179	52	52	22	518	166	14	0	147	0	146	258	88	0	155	0	71	155	205	86	0	246	22	236	117	203	772	1
101929741	LOC101929741	1549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9871	SEC24D	4091	329	289	1714	936	534	353	366	0	131	488	114	544	1	224	168	3	1254	528	112	944	392	0	1167	139	358	411	560	2	353	2	763	397	4	1	1057	1852	45	463	590	230
101929762	LOC101929762	1913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401152	C4orf3	3040	565	438	856	1274	734	411	392	284	362	453	272	468	16	171	282	782	428	491	44	1566	1196	2704	461	706	909	373	588	1	406	1031	991	896	1	1399	1757	964	463	716	864	1637
2169	FABP2	2249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401149	LINC01061	4818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101926918	GTF2IP12	939	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	28	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	4	0
8654	PDE5A	7217	102	93	0	101	23	75	1	742	108	0	68	0	0	2	29	1	30	50	19	423	279	279	324	54	393	5	9	0	71	0	1	286	0	54	907	742	0	29	166	191
101927007	LINC01365	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4085	MAD2L1	1436	0	0	0	71	73	55	0	0	1	0	14	0	1	1	3	0	743	344	1	1	424	2	179	514	0	77	275	72	528	190	483	765	1	112	2	1861	1	458	953	1513
11107	PRDM5	5349	38	1	0	0	0	1	0	0	1	0	1	111	0	0	44	424	0	0	317	15	37	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	30	22	0
79625	NDNF	2871	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	1	0	90	0	0	0	0	0	0	0	0	0	142	0	0	0	172	1
79931	TNIP3	2746	0	0	231	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
84109	QRFPR	2347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308	ANXA5	1599	5288	2202	6806	7077	6460	4335	4762	13802	1541	2004	2561	5463	1518	3922	7733	2539	6148	4583	585	4648	4263	11372	3699	2781	4190	3474	6035	819	4949	6212	7530	3838	24	2781	5296	9565	1441	3815	4749	6704
132332	TMEM155	2748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
890	CCNA2	2866	1	1	0	0	20	6	0	0	2	0	12	1	19	47	1	0	182	656	27	3	510	0	1	968	2	646	104	1	195	0	698	800	1	1	6	1509	0	1750	1271	1309
55212	BBS7	4282	110	38	51	68	21	44	70	0	6	0	22	109	0	0	65	159	0	60	9	272	39	0	72	0	59	4	59	0	53	0	118	145	0	0	0	263	63	49	76	265
7222	TRPC3	3619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	11	0	0
3558	IL2	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59067	IL21	707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729338	CETN4P	629	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11162	NUDT6	1373	0	0	0	36	13	1	0	0	0	0	0	0	0	0	2	0	0	21	1	0	41	0	40	37	15	0	17	0	6	0	17	17	0	104	108	98	0	38	25	58
101927087	LINC02516	1771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57182	ANKRD50	8797	0	26	19	109	0	128	160	0	36	2	57	84	0	64	0	260	20	14	4	258	6	0	26	0	38	11	1	0	39	1	0	676	0	0	312	129	0	26	132	257
256471	MFSD8	4545	235	0	0	20	5	26	0	0	1	2	17	154	1	56	22	0	1	246	13	0	0	197	0	0	0	21	127	0	30	53	0	89	1	0	65	50	0	6	205	286
10424	PGRMC2	3790	15	345	360	362	213	233	310	5	158	16	15	111	2	67	135	485	3	135	13	143	218	152	11	175	265	603	194	11	159	2	86	395	1	3	91	320	316	172	179	422
132320	SCLT1	5607	3	0	0	0	82	70	0	0	0	0	0	118	0	2	24	0	0	68	10	0	100	0	1	202	5	98	223	1	55	0	68	213	0	0	0	218	112	116	14	308
101927282	LINC02466	1963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927359	LOC101927359	2822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0
132430	PABPC4L	4943	25	0	0	0	0	8	0	0	15	0	0	2	181	63	33	0	0	0	0	0	59	0	0	0	4	0	11	0	1	0	0	2	0	0	0	0	0	0	8	0
100507528	LINC00613	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54510	PCDH18	5928	0	0	140	162	175	109	248	0	1	4	32	1	370	16	85	0	21	223	40	94	60	0	189	20	138	2	34	0	0	0	46	318	0	1	398	517	554	63	252	473
641365	LINC00616	2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23657	SLC7A11	9648	219	393	243	299	27	351	4	1	15	63	126	755	455	385	15	1490	200	286	1	0	1	2	151	0	1	0	544	0	189	2	145	65	0	0	0	2	1772	192	457	0
105377448	LOC105377448	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	ELF2	4291	0	94	164	53	0	1	147	0	3	7	7	0	0	4	34	132	0	1	3	0	13	0	0	0	26	0	3	0	0	0	0	46	2	0	0	0	0	28	43	4
84709	MGARP	1339	483	238	381	327	253	397	74	260	29	188	147	253	3	73	58	0	201	409	22	0	1	0	0	0	32	1	316	0	51	0	274	0	2	619	1	2	323	64	95	105
4717	NDUFC1	1453	687	209	489	728	309	298	359	0	32	211	104	295	17	103	136	131	515	517	40	348	541	1326	477	168	432	313	307	1	527	729	361	819	1	772	1393	756	223	392	495	1025
80854	SETD7	8632	106	34	678	188	7	54	594	1098	44	74	34	101	1	110	312	701	5	191	0	260	358	312	0	146	1	152	139	0	118	244	197	138	0	636	326	8	39	227	102	2
55534	MAML3	7088	0	1	0	202	1	1	0	0	23	14	0	1	0	6	0	0	0	2	0	154	2	0	0	1	0	7	2	0	34	0	1	18	1	0	2	1	0	0	108	4
100129858	SCOC-AS1	2017	13	0	0	0	0	0	10	0	0	12	0	0	0	0	1	0	0	0	1	0	7	0	0	0	0	0	8	0	0	0	8	1	0	0	40	0	0	0	0	8
1047	CLGN	2822	155	0	0	0	0	0	0	0	21	0	0	0	0	0	0	4	148	0	1	0	79	1	0	2	11	15	0	0	0	0	117	6	0	0	227	244	0	1	69	224
152586	MGAT4D	1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7350	UCP1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23158	TBC1D9	5486	39	116	676	0	45	43	368	1	9	2	54	0	117	40	14	617	0	4	19	0	78	0	367	0	1	12	2	0	41	143	44	0	19	0	79	3	7	165	0	7
644962	TNRC18P1	1890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57484	RNF150	4661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	248	483	0	0	0
100507639	LINC02432	1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8821	INPP4B	10423	0	96	204	0	2	0	182	0	0	2	0	0	1	80	29	83	318	302	12	182	21	0	431	101	193	154	175	1	146	0	118	71	0	3	0	103	277	329	29	8
105377623	LOC105377623	791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128055	SMARCA5-AS1	1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
166752	FREM3	6623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	75	0
105377458	LOC105377458	1679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2996	GYPE	1884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
2994	GYPB	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2993	GYPA	2695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
646576	HHIP-AS1	1132	59	0	0	0	0	28	19	0	18	292	53	10	10	38	12	1	0	83	7	13	0	0	78	16	76	0	136	1	38	0	56	224	1	0	92	2	359	16	46	141
10393	ANAPC10	2091	40	128	74	100	0	3	0	0	8	0	0	0	0	25	38	1	206	84	0	131	18	0	59	40	0	0	10	0	49	0	106	105	0	166	2	0	21	70	27	404
54726	OTUD4	7434	69	66	3	1	124	9	0	0	0	0	27	0	0	44	1	46	133	100	8	0	82	0	38	82	91	0	34	1	71	0	15	34	0	0	5	117	45	53	221	2
101927659	SMAD1-AS2	1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104326058	SMAD1-AS1	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152485	ZNF827	7797	47	39	453	628	209	267	101	0	41	245	11	294	111	266	90	1	461	6	10	558	144	0	89	278	90	0	38	0	10	0	34	278	0	0	11	4	286	33	36	0
100505545	LINC01095	1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84068	SLC10A7	6258	0	4	0	0	0	10	0	1	0	0	0	0	0	0	36	0	0	52	0	0	0	0	121	39	0	0	0	0	11	0	0	250	12	0	0	0	0	0	1	0
83894	TTC29	2434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	110	67	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90826	PRMT9	3528	0	17	6	142	88	19	259	0	4	1	6	44	69	6	0	0	0	0	0	0	0	374	0	0	0	0	7	0	0	0	0	0	0	1	31	2	0	0	177	275
4306	NR3C2	5898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	1	0	99	8	0	0	7	0	0	89	0	0	112	0	0	28	13	161
105377480	LOC105377480	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
987	LRBA	9965	262	147	333	4	64	0	13	0	22	1	0	13	0	72	21	0	4	46	7	6	238	0	0	0	67	0	0	0	0	0	64	0	2	313	12	0	0	65	122	0
152503	SH3D19	5553	197	110	161	168	251	94	366	1	46	1	80	117	12	77	325	0	0	1	10	343	72	0	143	0	166	1	0	0	1	4	3	65	0	17	262	47	0	47	14	103
5188	GATB	2232	143	103	18	26	228	119	528	0	24	0	21	266	0	3	0	0	304	147	0	778	402	0	1	294	138	50	1	0	169	0	238	38	0	0	0	242	0	320	112	304
55294	FBXW7	5030	74	48	0	584	3	40	168	0	67	14	323	0	168	192	31	0	102	31	2	0	0	1	4	1	94	2	54	0	50	0	109	6	0	0	508	222	2	305	543	0
100422896	MIR3140	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201799	TMEM154	3216	4	52	280	417	10	89	28	0	3	101	34	28	492	125	2	0	0	17	0	2	0	0	0	0	0	0	201	0	170	0	161	0	0	0	0	1	0	120	0	0
201798	TIGD4	2472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729870	LOC729870	1124	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
303	ANXA2P1	1343	6	1	10	5	8	3	5	2	0	2	2	3	1	3	13	4	6	5	15	7	10	8	5	3	13	6	5	0	16	6	10	11	1	6	20	10	3	12	9	7
285533	RNF175	1569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
6423	SFRP2	1990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54798	DCHS2	12010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5356	PLRG1	3358	219	177	409	277	163	265	354	0	38	1	188	393	55	177	24	4	3	479	179	523	1211	62	544	137	574	51	4	1	269	3	479	752	0	0	1755	1722	5	930	350	1311
2243	FGA	3956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2266	FGG	2040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79884	MAP9	7331	62	4	53	78	7	86	175	738	27	0	5	301	22	1	11	1	0	121	10	437	205	128	110	120	144	23	137	0	60	0	95	201	0	0	284	396	0	17	134	1
51802	ASIC5	1692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1519	CTSO	2933	0	19	235	162	41	51	46	0	13	286	1	0	1	70	32	0	10	2	5	39	113	0	0	16	76	149	67	0	0	0	26	64	0	0	0	1	0	190	136	139
56034	PDGFC	3069	185	49	173	854	395	115	537	2	45	14	75	341	3	114	80	455	614	595	140	167	291	17	378	299	400	39	149	1	285	63	83	738	4	809	818	2453	8	533	1095	1217
51313	FAM198B	5123	49	8	82	135	230	167	178	0	42	65	112	121	161	132	55	0	82	0	7	0	1	3	32	0	80	0	204	0	8	0	63	126	0	0	0	1	429	291	2	1
201725	C4orf46	3734	0	0	136	0	86	34	33	1	7	1	5	79	0	60	92	1	319	713	119	264	114	0	74	185	123	210	1	0	114	6	61	1179	1	148	691	571	0	437	1654	787
5481	PPID	1834	147	7	239	150	99	1	0	0	25	0	21	88	0	25	71	0	141	812	2	46	231	329	161	24	67	3	286	0	101	0	271	225	0	0	486	475	1	171	80	664
152940	C4orf45	817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100500881	MIR3688-1	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56884	FSTL5	4835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92345	NAF1	2313	20	0	0	0	27	0	0	0	0	0	0	7	0	0	0	8	0	81	0	1	1	0	0	0	0	0	14	0	0	0	0	23	0	0	0	0	0	1	43	6
4886	NPY1R	2958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84076	TKTL2	2801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55016	MARCH1	5733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
23520	ANP32C	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
391712	TRIM61	1580	0	0	0	0	0	0	0	0	0	20	0	0	0	7	0	0	0	0	0	21	0	0	25	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	16
201931	TMEM192	4495	193	0	516	20	71	42	346	1	19	74	26	139	2	70	62	3	26	66	2	415	4	5	136	0	49	277	0	0	30	195	14	110	0	82	134	219	0	115	0	1
2713	GK3P	2232	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
101928131	LOC101928131	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50859	SPOCK3	3564	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55601	DDX60	6073	83	0	76	0	123	31	221	0	1	0	0	0	0	0	4	0	0	0	65	0	0	0	0	0	0	0	3	0	17	0	32	0	0	0	0	0	0	16	0	257
91351	DDX60L	7213	93	16	233	71	148	10	1	1	0	8	11	1	2	1	8	53	0	0	0	0	0	0	0	5	0	0	61	0	11	0	0	131	1	0	32	0	551	47	1	296
84869	CBR4	3501	124	115	0	83	177	2	147	0	3	0	32	2	0	94	49	0	0	242	19	185	172	7	172	5	123	0	56	0	60	0	84	319	0	40	0	197	31	88	38	482
57630	SH3RF1	5265	234	407	575	240	502	211	891	1	55	146	58	142	0	97	261	1	543	348	268	412	212	1	147	132	619	2	254	0	314	0	348	448	2	1	573	0	95	834	458	186
